index,hight,width,estimate
180,6,2,1.439806773645624e+18
181,5,2,47234037160257.734
182,4,2,3.015435045427649e+16
183,7,2,2.7887917335424914e+35
184,5,2,4.911145177952701e+21
185,5,2,2.871520422325037e+17
186,6,2,1.3491223081051702e+40
187,5,2,3.912079306446541e+31
188,5,2,1.3044572614044805e+19
189,5,2,3.9120793064461227e+31
190,7,2,6.257119206328728e+36
191,5,2,1.3044604074941485e+19
192,6,2,2.138104629554451e+28
193,5,2,5.2883420919345734e+17
194,4,2,1.6820732990502836e+27
195,4,2,1.8690641766425002e+29
196,7,2,1.6824938095532686e+35
197,6,2,6.669738362594167e+18
198,4,2,4473799627188079.0
199,4,2,2.396717573173675e+31
200,5,2,1.143420082337227e+30
201,5,2,1.4674141007142985e+26
202,7,2,1.3513105653814034e+40
203,6,2,1.3309358362372026e+28
204,4,2,30971681065633.766
205,7,2,5.740019507694509e+19
206,5,2,3.9120793064464073e+31
207,6,2,1.4175056687168681e+21
208,6,2,1.3716643321406925e+19
209,6,2,2.38641994171448e+21
210,6,2,1.2499603361890408e+26
211,6,2,1.3173749761449028e+19
212,6,2,5.7406540093165806e+19
213,5,2,3.8576240177756786e+27
214,6,2,1.6824938095533085e+35
215,5,2,9.343427221320554e+18
216,6,2,2.788792272484635e+35
217,5,2,4.911145179564086e+21
218,4,2,108071479642778.12
219,5,2,56358210462.41585
220,6,2,9.435037348149536e+35
221,5,2,4.2977233874081274e+21
222,6,2,1.4174831698288603e+21
223,5,2,4.175493969454473e+18
224,6,2,1.3309358358809806e+28
225,6,2,9.729865372869249e+20
226,5,2,1.1436939276306313e+19
227,5,2,4.0131620436175277e+21
228,6,2,2.085943100918767e+26
229,5,2,1.1434200830721683e+30
230,7,2,5.720209353957491e+20
231,6,2,2.1382174332424107e+28
232,5,2,1.3100005794501377e+28
233,7,2,2.511097844168839e+31
234,6,2,2.913696601917608e+28
235,6,2,9.435037348149395e+35
236,7,2,5.1821146782056104e+26
237,4,2,3.0185225426305556e+16
238,6,2,3.5313233060557945e+31
239,6,2,9.731519983003238e+26
240,5,3,2.1377643519908244e+28
241,5,3,2.137764352048268e+28
242,6,3,2.846501265172985e+19
243,4,3,1.9963169943923884e+18
244,5,3,1.669231203930747e+24
245,5,3,1.9966488346060255e+18
246,5,3,6.684138733296695e+23
247,4,3,1.2159023990252928e+16
248,6,3,5.182108580485243e+26
249,5,3,9.434885355124059e+35
250,4,3,4.5330536124963684e+20
251,5,3,4.308315706723655e+28
252,4,3,250859223588372.53
253,5,3,1.15490555545452e+24
254,4,3,2081450310264257.2
255,4,3,194279267026870.56
256,4,3,1.7426937103178218e+16
257,4,3,1.3096603080019348e+28
258,5,3,1.3156458714972934e+19
259,4,3,1.3096603079658391e+28
260,5,3,2.501625131228826e+21
261,4,3,4.17475719115056e+18
262,4,3,4.513500489295175e+23
263,5,3,2.8413934398310953e+19
264,4,3,4.1747389701419617e+18
265,5,3,9.765624244571532e+17
266,5,3,350137510195569.3
267,4,3,2.2788969355458943e+21
268,3,3,15428514599914.36
269,5,3,1.158194494065008e+30
270,4,3,3.5962755916545268e+16
271,4,3,112745990207108.97
272,4,3,1.6820714822605995e+27
273,4,3,3.017622936483641e+16
274,5,3,4.178430353651996e+20
275,5,3,91804136406.16757
276,5,3,2.841642028810354e+19
277,5,3,2.243901130902875e+19
278,6,3,4.207416518588119e+26
279,4,3,2.3879831654480264e+16
280,4,3,3.1439046098459825e+21
281,4,3,9.765842616226971e+17
282,4,3,4.811202413090726e+18
283,5,3,2.0859366920744465e+26
284,4,3,1.4462202347774955e+20
285,5,3,5.370406536532084e+18
286,5,3,8.170750444658089e+17
287,4,3,1.997135033737626e+19
288,4,3,44668231341113.945
289,5,3,2.5072893556369366e+31
290,5,3,4.7041890258845885e+22
291,5,3,257528200275634.88
292,4,3,1.869064176642567e+29
293,6,3,2.840757863396601e+19
294,4,3,4.5135005896646335e+23
295,6,3,9.071775215659493e+29
296,5,3,2.278874716322729e+21
297,4,3,76869207234900.1
298,4,3,3.203781431998938e+20
299,5,3,4.977931014185775e+22
300,5,3,1.237408381706846e+16
301,5,3,2.4274358835220906e+28
302,5,3,2.7519512283906656e+16
303,4,3,248292904182428.97
304,5,3,5.182108583325809e+26
305,4,3,94291779887906.36
306,4,3,1.4394699385062264e+18
307,5,3,1.3044549493063672e+19
308,4,3,3.399480636958004e+17
309,4,3,1.6901555706070774e+16
310,4,3,3.624853681352159e+16
311,5,3,2291497512382949.5
312,5,3,5.182108581179645e+26
313,4,3,15428514599914.36
314,5,3,2.2439150649403277e+19
315,5,3,6.766055447119023e+24
316,4,3,2.2789286198347377e+21
317,4,3,1.6820714817422e+27
318,4,3,1.3096603082222626e+28
319,6,3,1.6692722893294475e+24
320,5,3,3.3994196989120346e+17
321,6,3,8.282629037093423e+25
322,5,3,1.68249413465975e+35
323,4,3,1.3096603079306466e+28
324,6,3,2.6289156867779126e+28
325,5,3,2.971454512241109e+17
326,5,3,4.1748135061543567e+18
327,5,3,5.182108581648761e+26
328,5,3,4.296380629598308e+28
329,3,3,166803888750277.72
330,4,3,1.3598631748147739e+17
331,3,3,2.388721385587961e+16
332,5,3,20391674702635.48
333,5,3,3.7041808341231416e+16
334,4,3,38778685427798.34
335,4,3,1.6820714808675262e+27
336,4,3,3.6665111710501647e+21
337,5,3,2.2439581303594455e+19
338,5,3,63424367439870.53
339,5,3,1.8810700876147576e+30
340,6,3,1.3820704905491822e+26
341,6,3,4.681292293853248e+27
342,6,3,2.1381809853562486e+28
343,6,3,6.257080103739153e+36
344,3,3,3.0165442721903844e+16
345,5,3,1.0082034005436726e+18
346,3,3,169630985747810.3
347,4,3,269699733849712.06
348,4,3,1.9973836159793975e+19
349,5,3,2.137764352107186e+28
350,5,3,1.8233522231404495e+20
351,4,3,3.3994404222885946e+17
352,4,3,7.906941902957548e+17
353,5,3,9.071752010008968e+29
354,4,3,2.394020893112966e+21
355,5,3,2.000799254564422e+19
356,4,3,2.39671757317371e+31
357,4,3,253525999097200.94
358,5,3,2.2788159271786185e+21
359,6,3,1.1667421533088973e+30
360,4,3,1.996715610977119e+19
361,4,3,9.765781219585482e+17
362,6,3,1.682493809553285e+35
363,5,3,1.1245827146641953e+21
364,3,3,3.0147242855641724e+16
365,4,3,6.725828514399802e+26
366,4,3,2.278843475927071e+21
367,3,3,78890547741332.86
368,4,3,269141411941754.97
369,4,3,1.4871262891679543e+28
370,5,3,2.1377643524668197e+28
371,5,3,5.182108582527165e+26
372,4,3,3.399504471269384e+17
373,5,3,16606114825998.672
374,5,3,1.6938238342889562e+16
375,5,3,1.787555875223444e+28
376,5,3,6.120707643887157e+20
377,4,3,77041923729065.44
378,3,3,66068478315465.64
379,5,3,4.1753838301599826e+18
380,4,3,1.6820714804167902e+27
381,4,3,1.6959835857148008e+16
382,5,3,4.949071679574821e+18
383,4,3,3.012140413490781e+17
384,4,3,4.911145184544334e+21
385,4,3,4.1747479652252467e+18
386,5,3,1.9375406605233939e+24
387,4,3,1.695376357254999e+16
388,4,3,81822320503335.05
389,5,3,8.339543214799243e+25
390,4,3,3.0137864121775684e+16
391,5,3,1.8691147055454364e+29
392,5,3,1.4395043087384486e+18
393,4,3,32091565939395.223
394,6,3,4.6651602812152255e+22
395,3,3,44489195274881.76
396,6,3,3.207937794808814e+24
397,4,3,15416716658581.201
398,4,3,5500084392284463.0
399,5,3,1.3100696950691418e+28
400,5,3,1.1468708732606425e+19
401,5,3,248300342740594.62
402,5,3,1.3045836271608392e+19
403,5,3,6.344376987352821e+25
404,4,3,49899717056511.68
405,5,3,1.3100769199962375e+28
406,4,3,2.4261930874780032e+17
407,5,3,1.996499474529109e+19
408,6,3,6.155259698508918e+28
409,4,4,1.3325694738414963e+28
410,3,4,1.693018799731094e+16
411,4,4,4.090480599018929e+16
412,4,4,6.633219285307341e+23
413,3,4,1.6936260046736076e+16
414,5,4,9.221849857734666e+25
415,4,4,4.152623266059659e+20
416,4,4,2.2343359462184942e+23
417,5,4,6.633482849080112e+23
418,4,4,7.09682569755192e+26
419,4,4,4.247762102478085e+18
420,4,4,7.513743520354993e+29
421,5,4,2.542221510801723e+27
422,4,4,1.6914663368925524e+16
423,3,4,4.265712297082931e+16
424,5,4,2.175158192658524e+28
425,3,4,1.6919942873951862e+16
426,4,4,7.533126014498891e+24
427,4,4,5.034890230702163e+21
428,3,4,1.0471473639227199e+18
429,4,4,3.699113679671366e+16
430,3,4,2.1415635075189536e+17
431,3,5,6.787590962472585e+21
219,138,275

